Word,Prediction
it,"[{'label': 'neutral', 'score': 0.9622136950492859}, {'label': 'approval', 'score': 0.016464391723275185}, {'label': 'annoyance', 'score': 0.00709427148103714}, {'label': 'realization', 'score': 0.005140791181474924}, {'label': 'admiration', 'score': 0.0035167797468602657}, {'label': 'disapproval', 'score': 0.0032923019025474787}, {'label': 'anger', 'score': 0.00291451090015471}, {'label': 'disappointment', 'score': 0.002638664562255144}, {'label': 'disgust', 'score': 0.001877293922007084}, {'label': 'excitement', 'score': 0.001810274668969214}, {'label': 'confusion', 'score': 0.001784253865480423}, {'label': 'sadness', 'score': 0.0016950727440416813}, {'label': 'optimism', 'score': 0.0016908692196011543}, {'label': 'amusement', 'score': 0.0014414122560992837}, {'label': 'joy', 'score': 0.0013739903224632144}, {'label': 'curiosity', 'score': 0.00132391054648906}, {'label': 'love', 'score': 0.0011459968518465757}, {'label': 'fear', 'score': 0.0009751330362632871}, {'label': 'caring', 'score': 0.0009609477710910141}, {'label': 'desire', 'score': 0.000910887960344553}, {'label': 'gratitude', 'score': 0.0008556348038837314}, {'label': 'surprise', 'score': 0.000756662106141448}, {'label': 'embarrassment', 'score': 0.0005133337108418345}, {'label': 'grief', 'score': 0.00031552923610433936}, {'label': 'pride', 'score': 0.0002885935246013105}, {'label': 'relief', 'score': 0.0002720453776419163}, {'label': 'remorse', 'score': 0.0002633131225593388}, {'label': 'nervousness', 'score': 0.00023679662263020873}]"
.,"[{'label': 'neutral', 'score': 0.9674344658851624}, {'label': 'approval', 'score': 0.011802221648395061}, {'label': 'annoyance', 'score': 0.007544702384620905}, {'label': 'realization', 'score': 0.005322545766830444}, {'label': 'disapproval', 'score': 0.004763767123222351}, {'label': 'disappointment', 'score': 0.0037169167771935463}, {'label': 'anger', 'score': 0.0034556870814412832}, {'label': 'admiration', 'score': 0.0033788273576647043}, {'label': 'confusion', 'score': 0.0026864097453653812}, {'label': 'sadness', 'score': 0.002586099086329341}, {'label': 'excitement', 'score': 0.002200174843892455}, {'label': 'joy', 'score': 0.0019626447465270758}, {'label': 'disgust', 'score': 0.0019308158662170172}, {'label': 'curiosity', 'score': 0.0018657570471987128}, {'label': 'amusement', 'score': 0.0018142495537176728}, {'label': 'fear', 'score': 0.0016712276265025139}, {'label': 'optimism', 'score': 0.0015581509796902537}, {'label': 'caring', 'score': 0.001072729704901576}, {'label': 'surprise', 'score': 0.0010352175449952483}, {'label': 'love', 'score': 0.0010337356943637133}, {'label': 'desire', 'score': 0.0009654826717451215}, {'label': 'gratitude', 'score': 0.0009350944892503321}, {'label': 'embarrassment', 'score': 0.0006835017120465636}, {'label': 'grief', 'score': 0.0004944714601151645}, {'label': 'nervousness', 'score': 0.00042324818787164986}, {'label': 'pride', 'score': 0.0003402753791306168}, {'label': 'remorse', 'score': 0.00033981617889367044}, {'label': 'relief', 'score': 0.000333260977640748}]"
Hence,"[{'label': 'neutral', 'score': 0.9507052898406982}, {'label': 'approval', 'score': 0.02163410745561123}, {'label': 'realization', 'score': 0.00959091354161501}, {'label': 'annoyance', 'score': 0.0071796756237745285}, {'label': 'disapproval', 'score': 0.004503069445490837}, {'label': 'disappointment', 'score': 0.0030272018630057573}, {'label': 'optimism', 'score': 0.0022413532715290785}, {'label': 'admiration', 'score': 0.0021208629477769136}, {'label': 'sadness', 'score': 0.0021025885362178087}, {'label': 'anger', 'score': 0.0019126920960843563}, {'label': 'amusement', 'score': 0.0016875368310138583}, {'label': 'confusion', 'score': 0.00160441012121737}, {'label': 'disgust', 'score': 0.0013576657511293888}, {'label': 'joy', 'score': 0.0012164517538622022}, {'label': 'gratitude', 'score': 0.001185965957120061}, {'label': 'caring', 'score': 0.0010534452740103006}, {'label': 'excitement', 'score': 0.0010115818586200476}, {'label': 'fear', 'score': 0.0009725597337819636}, {'label': 'desire', 'score': 0.0007885912200435996}, {'label': 'curiosity', 'score': 0.0007313255919143558}, {'label': 'love', 'score': 0.00065429019741714}, {'label': 'surprise', 'score': 0.0005299316253513098}, {'label': 'embarrassment', 'score': 0.0005284997751004994}, {'label': 'relief', 'score': 0.0003672842576634139}, {'label': 'remorse', 'score': 0.00033291199360974133}, {'label': 'grief', 'score': 0.0003197853802703321}, {'label': 'nervousness', 'score': 0.000283195375232026}, {'label': 'pride', 'score': 0.00027855709777213633}]"
",","[{'label': 'neutral', 'score': 0.9639192819595337}, {'label': 'approval', 'score': 0.010558566078543663}, {'label': 'annoyance', 'score': 0.009004888124763966}, {'label': 'anger', 'score': 0.004542509559541941}, {'label': 'realization', 'score': 0.0044613732025027275}, {'label': 'disapproval', 'score': 0.0036776193883270025}, {'label': 'confusion', 'score': 0.0032715220004320145}, {'label': 'admiration', 'score': 0.0031756460666656494}, {'label': 'disappointment', 'score': 0.0028717590030282736}, {'label': 'disgust', 'score': 0.0022813754621893167}, {'label': 'amusement', 'score': 0.0022260607220232487}, {'label': 'curiosity', 'score': 0.002129267668351531}, {'label': 'sadness', 'score': 0.0020225420594215393}, {'label': 'joy', 'score': 0.00196493836119771}, {'label': 'excitement', 'score': 0.0019380241865292192}, {'label': 'fear', 'score': 0.0016129974974319339}, {'label': 'optimism', 'score': 0.001455918769352138}, {'label': 'surprise', 'score': 0.0011550686322152615}, {'label': 'love', 'score': 0.0011377128539606929}, {'label': 'caring', 'score': 0.0009926187340170145}, {'label': 'embarrassment', 'score': 0.0007428762037307024}, {'label': 'desire', 'score': 0.0007278977427631617}, {'label': 'gratitude', 'score': 0.0007229497423395514}, {'label': 'grief', 'score': 0.00043572610593400896}, {'label': 'nervousness', 'score': 0.0003727888979483396}, {'label': 'pride', 'score': 0.0003197469632141292}, {'label': 'relief', 'score': 0.0002979672863148153}, {'label': 'remorse', 'score': 0.00025908512179739773}]"
you,"[{'label': 'neutral', 'score': 0.9647974371910095}, {'label': 'annoyance', 'score': 0.01013047806918621}, {'label': 'approval', 'score': 0.007905608043074608}, {'label': 'anger', 'score': 0.004714608658105135}, {'label': 'realization', 'score': 0.0035797241143882275}, {'label': 'curiosity', 'score': 0.003318052040413022}, {'label': 'confusion', 'score': 0.0032961564138531685}, {'label': 'disapproval', 'score': 0.0027659458573907614}, {'label': 'admiration', 'score': 0.002639523008838296}, {'label': 'amusement', 'score': 0.002358910860493779}, {'label': 'disappointment', 'score': 0.002288241870701313}, {'label': 'disgust', 'score': 0.0022056775633245707}, {'label': 'excitement', 'score': 0.002035323530435562}, {'label': 'optimism', 'score': 0.0017914053751155734}, {'label': 'sadness', 'score': 0.0015021632425487041}, {'label': 'joy', 'score': 0.001405584393069148}, {'label': 'fear', 'score': 0.0012343792477622628}, {'label': 'caring', 'score': 0.0012205603998154402}, {'label': 'surprise', 'score': 0.0011737288441509008}, {'label': 'desire', 'score': 0.0010324213653802872}, {'label': 'love', 'score': 0.000969412038102746}, {'label': 'gratitude', 'score': 0.0009532119729556143}, {'label': 'embarrassment', 'score': 0.0006684389081783593}, {'label': 'grief', 'score': 0.00035954994382336736}, {'label': 'nervousness', 'score': 0.00028902498888783157}, {'label': 'remorse', 'score': 0.0002791300357785076}, {'label': 'pride', 'score': 0.00023652090749237686}, {'label': 'relief', 'score': 0.0002252698177471757}]"
see,"[{'label': 'neutral', 'score': 0.9596148729324341}, {'label': 'approval', 'score': 0.011764957569539547}, {'label': 'annoyance', 'score': 0.008380921557545662}, {'label': 'realization', 'score': 0.004713810048997402}, {'label': 'disapproval', 'score': 0.003465079702436924}, {'label': 'anger', 'score': 0.0033557999413460493}, {'label': 'confusion', 'score': 0.0027541271410882473}, {'label': 'disappointment', 'score': 0.002683470491319895}, {'label': 'admiration', 'score': 0.0021127478685230017}, {'label': 'curiosity', 'score': 0.002003331435844302}, {'label': 'excitement', 'score': 0.0019918347243219614}, {'label': 'amusement', 'score': 0.0019730774220079184}, {'label': 'disgust', 'score': 0.0019528879784047604}, {'label': 'sadness', 'score': 0.0016498725162819028}, {'label': 'joy', 'score': 0.0016036960296332836}, {'label': 'optimism', 'score': 0.0014501046389341354}, {'label': 'fear', 'score': 0.0013994337059557438}, {'label': 'love', 'score': 0.0009941497119143605}, {'label': 'surprise', 'score': 0.0009495092090219259}, {'label': 'gratitude', 'score': 0.0008722008788026869}, {'label': 'caring', 'score': 0.000860009400639683}, {'label': 'desire', 'score': 0.0008273109560832381}, {'label': 'embarrassment', 'score': 0.0006322818226180971}, {'label': 'grief', 'score': 0.0003368686302565038}, {'label': 'nervousness', 'score': 0.00032375732553191483}, {'label': 'pride', 'score': 0.00025269482284784317}, {'label': 'relief', 'score': 0.0002523490693420172}, {'label': 'remorse', 'score': 0.0002447848382871598}]"
",","[{'label': 'neutral', 'score': 0.9639192819595337}, {'label': 'approval', 'score': 0.010558566078543663}, {'label': 'annoyance', 'score': 0.009004888124763966}, {'label': 'anger', 'score': 0.004542509559541941}, {'label': 'realization', 'score': 0.0044613732025027275}, {'label': 'disapproval', 'score': 0.0036776193883270025}, {'label': 'confusion', 'score': 0.0032715220004320145}, {'label': 'admiration', 'score': 0.0031756460666656494}, {'label': 'disappointment', 'score': 0.0028717590030282736}, {'label': 'disgust', 'score': 0.0022813754621893167}, {'label': 'amusement', 'score': 0.0022260607220232487}, {'label': 'curiosity', 'score': 0.002129267668351531}, {'label': 'sadness', 'score': 0.0020225420594215393}, {'label': 'joy', 'score': 0.00196493836119771}, {'label': 'excitement', 'score': 0.0019380241865292192}, {'label': 'fear', 'score': 0.0016129974974319339}, {'label': 'optimism', 'score': 0.001455918769352138}, {'label': 'surprise', 'score': 0.0011550686322152615}, {'label': 'love', 'score': 0.0011377128539606929}, {'label': 'caring', 'score': 0.0009926187340170145}, {'label': 'embarrassment', 'score': 0.0007428762037307024}, {'label': 'desire', 'score': 0.0007278977427631617}, {'label': 'gratitude', 'score': 0.0007229497423395514}, {'label': 'grief', 'score': 0.00043572610593400896}, {'label': 'nervousness', 'score': 0.0003727888979483396}, {'label': 'pride', 'score': 0.0003197469632141292}, {'label': 'relief', 'score': 0.0002979672863148153}, {'label': 'remorse', 'score': 0.00025908512179739773}]"
my,"[{'label': 'neutral', 'score': 0.9613354206085205}, {'label': 'approval', 'score': 0.01713208109140396}, {'label': 'realization', 'score': 0.006687505170702934}, {'label': 'annoyance', 'score': 0.0050151715986430645}, {'label': 'admiration', 'score': 0.003490217262879014}, {'label': 'excitement', 'score': 0.0033313261810690165}, {'label': 'confusion', 'score': 0.00248488737270236}, {'label': 'disapproval', 'score': 0.0024246489629149437}, {'label': 'joy', 'score': 0.0023063011467456818}, {'label': 'disappointment', 'score': 0.002293635858222842}, {'label': 'anger', 'score': 0.0021517907734960318}, {'label': 'sadness', 'score': 0.0017779868794605136}, {'label': 'optimism', 'score': 0.0017542203422635794}, {'label': 'disgust', 'score': 0.0016895584994927049}, {'label': 'amusement', 'score': 0.0016491006826981902}, {'label': 'curiosity', 'score': 0.001646907883696258}, {'label': 'fear', 'score': 0.00156871834769845}, {'label': 'love', 'score': 0.0014512022025883198}, {'label': 'surprise', 'score': 0.0012271929299458861}, {'label': 'gratitude', 'score': 0.0011001450475305319}, {'label': 'desire', 'score': 0.001082356902770698}, {'label': 'caring', 'score': 0.0009259947692044079}, {'label': 'embarrassment', 'score': 0.0006178062758408487}, {'label': 'pride', 'score': 0.00042076469981111586}, {'label': 'grief', 'score': 0.0004049522103741765}, {'label': 'relief', 'score': 0.0003907347854692489}, {'label': 'nervousness', 'score': 0.00038031229632906616}, {'label': 'remorse', 'score': 0.0003603639197535813}]"
double,"[{'label': 'neutral', 'score': 0.9642670154571533}, {'label': 'approval', 'score': 0.01626260206103325}, {'label': 'annoyance', 'score': 0.006786800455302}, {'label': 'realization', 'score': 0.005828458350151777}, {'label': 'admiration', 'score': 0.003822162514552474}, {'label': 'disappointment', 'score': 0.0030470555648207664}, {'label': 'anger', 'score': 0.0029855743050575256}, {'label': 'disapproval', 'score': 0.002933843992650509}, {'label': 'optimism', 'score': 0.002346994588151574}, {'label': 'excitement', 'score': 0.002311590127646923}, {'label': 'confusion', 'score': 0.0020465964917093515}, {'label': 'sadness', 'score': 0.002042172010987997}, {'label': 'joy', 'score': 0.0017669599037617445}, {'label': 'disgust', 'score': 0.001655080239288509}, {'label': 'fear', 'score': 0.0014902509283274412}, {'label': 'love', 'score': 0.001280935131944716}, {'label': 'amusement', 'score': 0.0012797736562788486}, {'label': 'curiosity', 'score': 0.0012516845017671585}, {'label': 'desire', 'score': 0.001217665383592248}, {'label': 'caring', 'score': 0.0011127806501463056}, {'label': 'surprise', 'score': 0.0010204886784777045}, {'label': 'gratitude', 'score': 0.0009485806222073734}, {'label': 'embarrassment', 'score': 0.0005837290082126856}, {'label': 'pride', 'score': 0.00040356290992349386}, {'label': 'grief', 'score': 0.0003965602663811296}, {'label': 'nervousness', 'score': 0.00038343705818988383}, {'label': 'relief', 'score': 0.0003793133073486388}, {'label': 'remorse', 'score': 0.000299581210128963}]"
deduction,"[{'label': 'neutral', 'score': 0.9609177112579346}, {'label': 'approval', 'score': 0.01628788560628891}, {'label': 'realization', 'score': 0.006008064839988947}, {'label': 'annoyance', 'score': 0.004614484496414661}, {'label': 'disappointment', 'score': 0.003391254460439086}, {'label': 'disapproval', 'score': 0.0033821482211351395}, {'label': 'love', 'score': 0.0032501749228686094}, {'label': 'confusion', 'score': 0.00288608530536294}, {'label': 'admiration', 'score': 0.0028420002199709415}, {'label': 'excitement', 'score': 0.0025314255617558956}, {'label': 'sadness', 'score': 0.0024888075422495604}, {'label': 'anger', 'score': 0.002136956201866269}, {'label': 'disgust', 'score': 0.002042677253484726}, {'label': 'joy', 'score': 0.0019357410492375493}, {'label': 'desire', 'score': 0.0018666923278942704}, {'label': 'optimism', 'score': 0.0018287522252649069}, {'label': 'curiosity', 'score': 0.0016570038860663772}, {'label': 'caring', 'score': 0.0013410999672487378}, {'label': 'fear', 'score': 0.001320678391493857}, {'label': 'amusement', 'score': 0.0012601142516359687}, {'label': 'gratitude', 'score': 0.0010801731841638684}, {'label': 'surprise', 'score': 0.0010407661320641637}, {'label': 'embarrassment', 'score': 0.0006653018062934279}, {'label': 'grief', 'score': 0.0005200966843403876}, {'label': 'remorse', 'score': 0.0005192865501157939}, {'label': 'relief', 'score': 0.0003729781601577997}, {'label': 'pride', 'score': 0.00034965635859407485}, {'label': 'nervousness', 'score': 0.00034201014204882085}]"
that,"[{'label': 'neutral', 'score': 0.9605664014816284}, {'label': 'approval', 'score': 0.021965855732560158}, {'label': 'realization', 'score': 0.011005714535713196}, {'label': 'annoyance', 'score': 0.005712395533919334}, {'label': 'admiration', 'score': 0.004020919557660818}, {'label': 'disappointment', 'score': 0.0037879308219999075}, {'label': 'disapproval', 'score': 0.003574611619114876}, {'label': 'excitement', 'score': 0.002380785997956991}, {'label': 'sadness', 'score': 0.0023103193379938602}, {'label': 'optimism', 'score': 0.001991474535316229}, {'label': 'joy', 'score': 0.0019178622169420123}, {'label': 'amusement', 'score': 0.0016305317403748631}, {'label': 'confusion', 'score': 0.0016141636297106743}, {'label': 'anger', 'score': 0.001584881218150258}, {'label': 'disgust', 'score': 0.0015798001550137997}, {'label': 'fear', 'score': 0.0013945158571004868}, {'label': 'surprise', 'score': 0.0012805069563910365}, {'label': 'curiosity', 'score': 0.0009922576136887074}, {'label': 'love', 'score': 0.0009827791946008801}, {'label': 'desire', 'score': 0.0009402905125170946}, {'label': 'gratitude', 'score': 0.0008355805766768754}, {'label': 'caring', 'score': 0.000804908515419811}, {'label': 'embarrassment', 'score': 0.0005814040778204799}, {'label': 'relief', 'score': 0.00049340765690431}, {'label': 'pride', 'score': 0.0004217380774207413}, {'label': 'nervousness', 'score': 0.0004076081095263362}, {'label': 'grief', 'score': 0.0003964884381275624}, {'label': 'remorse', 'score': 0.0003180483472533524}]"
